Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
HDM20416L-M-L30S,1,,,,,,,,,
HDM20416L-1-L30S,1,,,,,,,,,
VTBP6LQ,1,https://sigma.octopart.com/167993132/image/Banner-VTBP6LQ.jpg,198.0,1,1,DigiKey 2170-VTBP6LQ-ND,DigiKey,2170-VTBP6LQ-ND,https://octopart.com/opatz8j6/a1?t=R6pTt2o9oXG60tSrpXhznX7ZO_GJX4LyfKJM5yv5HTU4tRoaQf0_cERNk4MAtWtRRRmE8AVHl-6RqVhxuPhmYWYSwYw4PP5UBzXymqdwuqezF9lzQgp7z62vIdzD8QGBmzgnBfjEn-ZjAMs7ne6B79puY9nes-vXgE1qkxr_mmumS2uRtnXooTzo72yyAJEFvIp_9Unzq-R9G9guri3gf8xHXN8jeMTvgP2I42Vf4BwYMrOkmoIwK8388G6dlp2J3y5whuzb2ARTT9Y2XDhyHhi-7A,198.0
Q60BB6AF2000Q,1,https://sigma.octopart.com/145692493/image/Banner-Q60BB6AF2000Q.jpg,260.0,32,1,DigiKey 2170-Q60BB6AF2000Q-ND,DigiKey,2170-Q60BB6AF2000Q-ND,https://octopart.com/opatz8j6/a1?t=UaQvss5VC2iZovlsUj3HglatrcxtdPbfp-4HlPIsWK0EavAPsS7epFNrzCtEeM0U2n_5JtzUNCejos33QS4KWn_cUbI0EUsr9uLALcjlVD97U42uZASJLdjf-eAjJRDOr9O09cs8fcsbgSsVSpJf5axO-IwqAZKWp1f-KYWXlMN2bJ6uupw7tjunBlUbn-TNZWb2EnvEgSS9NfJfAhkVW6S2iplWSs6O_95PJGT2ph_zMok4fzBLAY8qdnNXk1onRX6sAxbfXKSa19QCddTiK3c,260.0
K50ANTGRYF2Q,1,https://sigma.octopart.com/121712098/image/Banner-K50ANTGRYF2Q.jpg,189.0,0,1,DigiKey 2170-K50ANTGRYF2Q-ND,DigiKey,2170-K50ANTGRYF2Q-ND,https://octopart.com/opatz8j6/a1?t=gACd7_pdDSDIbyWEbuSb4Zz0Wfhfiy_Y8-AW3MPDcpmqTVtGqcgHdXPtmjcaT3Y8eBp5n2BhDkNS_dqg8Z8Kz1hybwr7ySqw4sdPBmXrJEAo4BAvzr-w8glAmSHwNh9QthJmN1FBp-op3B_55ZE5c-9Gk9wB26c_EuoJLO96-haLBuWPB2SRDEcTJjc5dipMz6ONi8PO0jrf597BFxcK1NaPM2DjBV-Xe3z3APIILCq4PbmudTNLa4Ije0lsPIJrTuq0t5c8cJy3gl7kfSLkLIuLJdM,189.0
S30SP6FF400Q,1,https://sigma.octopart.com/66120595/image/Banner-S30SP6FF400Q.jpg,153.0,1,1,DigiKey 2170-S30SP6FF400Q-ND,DigiKey,2170-S30SP6FF400Q-ND,https://octopart.com/opatz8j6/a1?t=14WuOwCIu0JuEzEJRTK7ELb1_6HF6BIHEi1pW_gKckM9MGJbIIXfQ2Lw29GkKuwOnX6ABxUghSVbFz18lq-_rDfJ9_qfDIOAZqmB46x6oroWMKDezxOZKsdB9zAFt5mFlthcGQOeYzhLWCxsTKes_w2xr8uekXoKFtLtW3yHvOrvGs0Ptzu-7R4eanVGqIxLSoTXVHE1H3_jQ3tRf1lv2xguajeTcHFvorvmR-2qEk48d0YjtQ1hwqQ3KGoipDVNFY46t67-XqO48O7QPXAz3AQtiw,153.0
S22DLGRYPQ,1,https://sigma.octopart.com/152603783/image/Banner-S22DLGRYPQ.jpg,45.0,1,1,DigiKey 2170-S22DLGRYPQ-ND,DigiKey,2170-S22DLGRYPQ-ND,https://octopart.com/opatz8j6/a1?t=ALZ0_-u0dI-Xlpm-Jqymu9z61EViR-0t4Jak1mkvNB6WgsQGHlJHfqjC11CsCl5wfZI6UpUj4FZPEhsqiX75ivzbL3eEvnSugIIOyVyE2vhrgblXNkihWbDztkFTQqTiQqoTkWJruXShc07Z1Z1fUwezsMtq_qyiJmggXod0B4Y24OK4mxqAXx5ksletcbZWvaOUy8jCqc_JvX6I6xkKDRQmrMnFTT4Wbg10UafJmOsLh_HtPlg7_3Ed0Z4aS9onPFy48h0G_l3j2bu6kgBBetOjlZc,45.0
OTBVR81L,1,https://sigma.octopart.com/66694306/image/Banner-OTBVR81L.jpg,,,,,,,,
BRT-100X55A,2,https://sigma.octopart.com/145692113/image/Banner-BRT-100X55A.jpg,36.0,8,2,DigiKey 2170-BRT-100X55A-ND,DigiKey,2170-BRT-100X55A-ND,https://octopart.com/opatz8j6/a1?t=qrlfjkE79phI2TVcHZ70TlwK2J6lJeqQwM4SKZBsKs_USGrYhAj5Us99Tk9eU_sJ3BJsG771iRWKtaBfHlduIHNuOvMAtEh2O0uzImxjF1ja-RSiwBpMkgZuFc0AGWcRn_tGs_0jGDqD6AD85C2e-3-44ux1p3fLHJ597erSVpQC4iMRB67D9X7Gjx3-K1llTAL5prgSmJMiQLGvNV4bvovZYGzHwq664vHbzm0b99FowFpBYOM0PbVa_UIogaCkYMbcM4y5W9_QkjU2q5z5HC-j5w,18.0
K50LWXXPQPMA,1,https://sigma.octopart.com/66113939/image/Banner-K50LWXXPQPMA.jpg,114.0,10,1,DigiKey 2170-K50LWXXPQPMA-ND,DigiKey,2170-K50LWXXPQPMA-ND,https://octopart.com/opatz8j6/a1?t=bkZ0PuX7npUgwn747N3NhyBNuqmQOEWLnT27U-Y3R9g5ozibF5zIvrIvHf9Hi9lfeYQkbQEg6EPJdqv5kZaAZtiT3RDow0os1QuRD8Zr7IkFX3leZHJOFsltk-D_PU5gxP7zpMd2B-q2KTbcdJ8E5YeNTnTTsxPCHHcKrApaJqWhOqm_unrNZesgCbh_qCpGkXrlm7V52OUN0TXcIxiLUUf-PDRRyncD0AYW2ca8t0Qk2D_I2tqYp0bkRAIhT-vAlwDRNPnFPztYavUWdqoV5wGdmw,114.0
