Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
DT06-4S-2146-0.6M-DT06-4S,1,,,,,,,,,
RSSD RJ45S 441-3M,1,https://sigma.octopart.com/138790021/image/TURCK-RSSD-RJ45S-441-3M.jpg,76.76,0,1,Newark 40R5658,Newark,40R5658,https://octopart.com/opatz8j6/a1?t=q_RZDhwohEppX2o_zIp1POfqvb1DjZ1AV-9pA9gwpEC8zlXMoQASY_ZIPSp2shZnE2Eh38or7t6yLagjzfj8ExOG8de5qRFCIbcwLCBJQR4aTk6ibKUc2yzkKYvv1-N-52gOCE__W5_VC-48fv88wwv7VP3aGi56lUlKZuGnmivugTdUrefNlv0BC2KQ0WG0u_XxYmzDCpD1PsQBC5kcYD9M0_Wd0uGaeHVZzc0GcArRm9O2WftzBqCf5AgSAjOkMX-cgSuSIBt7uuN49Wrbp3JEPCE,76.76
RKC 6T-6/S618,1,https://sigma.octopart.com/12140070/image/TURCK-RKC-6T-6-S618.jpg,62.09,0,1,Newark 38R6736,Newark,38R6736,https://octopart.com/opatz8j6/a1?t=xHL_94YPOF7nhoEQKkwgHR1h9zZ3aFl7GQozU3XaKTM9-jwSgbFOPOalrQCYYpgGv0yUCrY4xaMldA_OiTrG5cipTHwt6BMEJ9I6imiF922r3ZinBVUVHYxLl1WaH1j9tjYGkxNTD4zYyGO_S26Z2Nfiz5qAr5slqnmV4TUy-VcLV6kMeZ9zgoXEv0jOiNTF3bHktdCIZ0iCkUChiFNUJn6PVhVGZ8ByztH4CmuWgPe3-e3_HIs1crR4ppTmqbyTkg8b6-0Ntd5OwdpctHUT6GkhGA,62.09
B 4151-0/9,1,https://sigma.octopart.com/10070056/image/TURCK-B-4151-0-9.jpg,44.3,16,1,Newark 41M2014,Newark,41M2014,https://octopart.com/opatz8j6/a1?t=y6bQ_9jokBGz15poCpAPxCX_vbVlGMEyJDvW44iYAwEc6Vcd79HhBWa3FnyoKWqAetziY9R2UitGfm8zrnbuEfriM_C3_nVdbGfEJj9cc_TYq9JkAXdSapezfyLit3FC7ecpPSUk3YmY0g2LJpzQltbbIZuRlzu3BubBwQ6RVj6E8y8kfezq-jCJ4GG3sbj4pssbfAkJ7mWwvuaP4Xpw5H6b1JqAM6KisCeMv5p61P4S2NCeUy6dEJospmSUAMwkPEnIpEQZk5TfE7yOx6qUYPkHKm8,44.3
FKFD 8,1,https://sigma.octopart.com/147485645/image/TURCK-FKFD-8.jpg,26.7,0,1,Newark 88M1622,Newark,88M1622,https://octopart.com/opatz8j6/a1?t=xQLI14V3nX6ephMgNnR8cxWtiNIgQgOoGe0EjaOHoz5PRSBbPyHr95MVbYH1AhbhaZg56DUP5Oc7PPzEbfxzStLu67XgXcghhyQu51Kh6SAPrBGq0zZE0VEv5Tmi0HYRkGCHFmmmZzYIZagIUpLDuoMOoVzl2blUBLgKnVJSg6DgL3ycF3pRh_2FwgMybxkJUqxxNOpWJnrnt69x5mybsgER9_loKpr9MxaDcv0ZmWsC9XzhBi-P3wo75vCekjtcqsh_GLvZXUFodErbzpaXxRf9Vro,26.7
843473-1,1,https://sigma.octopart.com/67015631/image/TE-Connectivity-843473-1.png,46.03,12,1,Newark 93K5352,Newark,93K5352,https://octopart.com/opatz8j6/a1?t=KG5sk6ZWVWd-5Xgj2hopxYafscjcUSiTA-reb9i2JdRAyZp5HN4yIgwtCvm-L93odh97hcyX-UfSZppiXEkVSVxHZ73O40QzpCZR6lAjDAvlZgmuYcDScIXrcM29vtPpQWmB8r0tz23tiGJgzDxnGusMUI4vttD93SdLlzd24LjWySrHGfJ-UCDV9DU8E35BGouccMozeNY6JVcofH_74P8G_UE-h8Rp9l9w5whS2FALA4Rgrcs61kcuGJ8i3lSVIS3HKdt9ZyOlIflvd6yGza1zxPo,46.03
SM31E,1,https://sigma.octopart.com/10074237/image/Banner-SM31E.jpg,93.1,0,1,Newark 02H7602,Newark,02H7602,https://octopart.com/opatz8j6/a1?t=Shza1FVNG3DTa9iNkV9WXZ8UOvFoQh9GDjtLeiBgLxgGrAr43Mf8m8O14IaAZ5xKwa6DaSOjjNQh6nKtPNPAypnI9rBj6DDNtYUHHCVE4uDLqZTjT8QYwtrSKu7FaODq8HC2TRXwJldmoD5jasElHKpNS8Axz29Lm0HMFuABws5wrh-xJmxvZgmLfxv2LWHrKYrDnxKOo-roJ9yIev1vAzKZcsfz74irHAvtrPA0irkBvHTX2XA705j2KKAlJfRaaURlRZVHWRy9OZ3pLMW07hzl,93.1
1300970262,1,https://sigma.octopart.com/147894708/image/Molex-1300970262.gif,118.05,396,3,Newark 93Y0917,Newark,93Y0917,https://octopart.com/opatz8j6/a1?t=519Y_wH-hXWqhu0Iu_aAMBozOvWd0pEyilC8JrUHom5EZMQbuNNiqBQYnB1RCQ28d_QSpQaDzBa36kD8155sPr5mSiXOTNYluniN26Z06DDoR1NgrAUISGthuSSMQVG2_LCwOIpsj1I26q1lahWkwtolFKuB050S1J50CmqZl9EpXJFu1ljlshtdHACByzW3n2O4HAcBYDFiqusHGdujbiub81GQNmj0W1LUhYQe0uddwdlBMfdW-UaM17VxwQITbxD_pTS54OFq1efvVK0xKJJXALki,39.35
30VSB6,1,https://sigma.octopart.com/55976009/image/TE-Connectivity---Corcom-30VSB6.jpg,118.44,9732,2,Newark 36AC0993,Newark,36AC0993,https://octopart.com/opatz8j6/a1?t=RrKok7AlNAozsB6axPj9ZkL0QQFv2nucYL6ZsiLSkoaXQIFFJPH9e0WP6q_pE7gPtCZMdLLWwmhvpZUng_rUWwztfNh066BLf3cnVirCG2WxI1HmyMLKOiVgMR4Rb6J6Cw-YqXqR0LSwYT_tgh5QBoK9siR9elPOZht4UMZVUorSoCVYfR5QcR-IcuhBdqH5NlOcHqR-I0fCkJEZgto9f1CkWHsZz0wugE2Sb3aSH6dlkfHPN0NKHKyU-TJGccvepYUpyIgJY5Ye5y8pIDkafMprgDoP,59.22
EP-6-11P,1,https://sigma.octopart.com/40867572/image/Amphenol-Audio-EP-6-11P.jpg,27.11,61,1,Newark 02AH1696,Newark,02AH1696,https://octopart.com/opatz8j6/a1?t=jUTzSu8lH11LEvE8kiI2G8FYoJtMy7IW6DtOHp1iMaCHR8V9LwHB51G-bZnNsUH1_zM4_kD0UNZiU-Ol1ecLBYTOKb8qyAJyKUEplHlldfBp--RnIlAgJaii1YCybRWU5vqCgC7KEbDVnETqQzndzHzNNKr4m-iV0XFWl_sWQY6h0d08ILlN0P2Dwauc0bUhNgePvpWPhr2rgfaALXwmwvT_gTDUGsBkaMKRh5ymFlebwKl-XzROsa7bWRSKaFkdrSHcjIpeq8BNYFk8A52LdNRv6Rvn,27.11
TRG610-T6T-1M,1,https://sigma.octopart.com/157586593/image/L-Com-TRG610-T6T-1M.jpg,191.97,4,1,Newark 23AH2785,Newark,23AH2785,https://octopart.com/opatz8j6/a1?t=GghLEYjEh08g9tqaqoqgsBYsvJwlMpVTOvUDYi0n8tudRUO-nGHtthue_FO2xcjyptLlXb5LKkKMYhgQma2oh9809rvSreRXA2qw7lTfmgL5HQ9tmps4dmYyAHWE6eC1Np2R1FYSYbnsa3ihbdClDx4NjEqHGAdZdKnULFW9WDvmM2FLAwfkdwohx9Fq8nY3Wq__9VA0gDTVBZr7nFMvQeFLtMLp4YP_8W3St1hCH_q30PuJ4VSOPYfVxbm4plSzIDXDXPdi8mvsCwoEseL6Hn2louTj,191.97
130920-BK-E,1,https://sigma.octopart.com/86010000/image/Metz-Connect-130920-BK-E.jpg,117.21,0,1,Newark 37AC5360,Newark,37AC5360,https://octopart.com/opatz8j6/a1?t=5zQ8xznkhEU_MJzIXC2JLu2pz_TuiXn25qi9NJSRkxMBQn9uTWrA32o5zYApSfz3e6i4Xbf-rc1rRa34R_Z5lfkkWzk7xX3dLKMWPldtqO9VjYb83or6PXxdU4oskGcxBx1mapXWv2Dkz989bCn8lH_zqRo369ldrW38-V0Di7baU9Q0kUZ5n8P4PaIx-0R_aanh9AHWGvFYqh_bdBIkM1w4kSh-xBCaqqVP3N_WdSZ4AnTjcl2mkNNcGT_lbECLR5MedPh2qmXdYID1jOtkNqxA_k8,117.21
130B11D20002-E,1,https://sigma.octopart.com/135555410/image/Metz-Connect-130B11D20002-E.jpg,502.80,0,10,Newark 37AC4891,Newark,37AC4891,https://octopart.com/opatz8j6/a1?t=Og_PYUdz8xgefPHdPuAwgFaL2hMe2DShbOCe-YZ5vHBKwGEPcohRExxXNLOq76EUUw3QL_fNhko88kIjCeo59zmF4Il5QDgiow8ZfNAZBbQLDTHhATIxzUS0Y0GQYFFVsF3lq876nLVsGo3PQ38eZMg3fgbOUG4tbk6IB7kQbQ4verRRHN3cdKuWJrXKaYBaw1febrytVa3rLkJWFQX5DUss8PfYLSuvXz58YOIfW97UZ1siHIJBtF3y6OwCTJysqPRljpTxPzxJZ6g3enCacHDQD9rU,50.28
G38000036800,1,https://sigma.octopart.com/86134243/image/Carlo-Gavazzi-G38000036800.jpg,,,,,,,,
NB100805,1,https://sigma.octopart.com/157542186/image/L-Com-NB100805.jpg,157.34,8,1,Newark 90W1902,Newark,90W1902,https://octopart.com/opatz8j6/a1?t=bMmcYsSWzH_2kNtDSJ5AavGdvx_58h_4e9z28UKt8DyhYY4xRZs5qeh-J1WmSqqDt3phPUunpEzU25iMae-pBkmP_NHeKHK4ifsZ70INXgX-69TqyrOCQDd3a6CsyXFyd88yi7aKvtCsHJsdh0BP41ZSt9t_CCN7mGGG4VhMMaaKTXPeurCgnG6mby7y4uBpG3p6stN_5-Jv0XQxBKG_pRgvpA__hUhEZ1wD46uKkkloyYsBwk-RVv-vsFRh4eLuHnIUZzHGbbqNonXK8BYSqYsxZLuq,157.34
RM1A60A100,1,https://sigma.octopart.com/83800049/image/Carlo-Gavazzi-RM1A60A100.jpg,350.71,5,1,Newark 16AM9059,Newark,16AM9059,https://octopart.com/opatz8j6/a1?t=le2SCSmv70f6JJH9Oz_aeboxwMfL5SQwujDg45zWF3UL58e7SVdmrB7W6ThJqpV-2RYGS9YTjdeHppXsEVpbB5Uo8uwvGrTY6DCaQxFhoZDNEIY6guc1TKGk-R9qTzIqfnfuXMkWcnKo7fREOZemNCUeysNuxdaFnoDdpAfxjTxerfnbMl8MSQoiUIZPevxrNrfOr2ZJEdVZUtehdDmhxx0WfIzzJl4DOAo-Vu4O_mph71qSgsk5TS1r8wbMypKWCbU72TZToeR6xHUc2QFXT1cStg,350.71
31186-1830,1,https://sigma.octopart.com/168628945/image/Sensata---BEI-Sensors-31186-1830.jpg,398.5,2,1,Newark 74AJ9833,Newark,74AJ9833,https://octopart.com/opatz8j6/a1?t=JcRlWr-bfrkBy5b82C0yIWoCpe_t3hT37NI7DL3rIAoJBxiqD2GNm1zcsX_d7jSvTwhPXAEPFaIEtD2hi2Rvq9HMR9EXXJkNtvtiPwd6RQ6fh4PdCI8zyO86jICwHw3cNJq82x_lR0n5hrY-jOISo4iUj7MI9BmLxi9XswOIYMFIMkmXZUJ8td24w-6GMuQw-9I4P7DvT-16Mq7B2VVqQPv7Y6V3bgD37uHBVCvWCMpLz7EnInHdzFxZn8SSZhnO1j188a16mbhSN-6tmlLsfsYrwpQU,398.5
9610R3.4KL2.0,1,https://sigma.octopart.com/68542383/image/Sensata-9610R3.4KL2.0.jpg,,,,,,,,
CM30-16BPP-EC1,1,https://sigma.octopart.com/111936759/image/Sick-Optic-Electronic-CM30-16BPP-EC1.jpg,228.37,1,1,Newark 51AK3407,Newark,51AK3407,https://octopart.com/opatz8j6/a1?t=aEbXBU0GvXnFdpuP9-QnZb8ZFbPcttf-LAOSKd0QtCLNLAandc_wdo30q3mPi-SlBbpr98hhNf1VzygmMue0wuQC6ZSicmVYN1IIAYn7mLS096utBWFbfLgnWstyP0SCpiPUT1TOGKmmj4hH1HzyZ4eZOxczUOOeP-ixcivI2sUIufnF3dsU2tgYwXJGogLOJCinU92vm1a63-834UV_8xmZp8B8QkVZT_iXyAP7w-LOXpbVhVvbl_pFamGbuBQCJgxbSLkH9NDIiiFoSjLaaUzIEG-V,228.37
