Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
2961312,1,https://sigma.octopart.com/146508257/image/Phoenix-Contact-2961312.jpg,7.44,800,1,DigiKey 277-2393-ND,DigiKey,277-2393-ND,https://octopart.com/opatz8j6/a1?t=0HCo9ijvaBU_dz_KZUZmD3eTz0Vw2JFEBF1OHOY566EbWyId18aEi9Wa-4E27k0xchxS0Otgp3wrcaVO0tMYwGg9VvUQDsM1u8Mk2Jbo4NcvnWdIQn4p_D6VMlyCxkSDqECSPewOBSwEZPPevneXk-k2TbvXExmg8UxUn-jGy8tKGfFSTy2y6GKDgfzcJVIiZ4_iYACmNpjqYmEzMTy299zNcN8ujTUNtGvpdPjxKdufNHsTiGkWezvxNwsTaAn5U9p4L0MLhVAxnHHxsUMQHaPr,7.44
V23132A2001B200,1,https://sigma.octopart.com/184328848/image/TE-Connectivity-V23132A2001B200.png,,,,,,,,
3115PS-12T-B20-A00,1,https://sigma.octopart.com/149708473/image/NMB-3115PS-12T-B20-A00.jpg,,,,,,,,
CBL-F9DPF1X4-BK-100,1,https://sigma.octopart.com/152736998/image/Moxa-CBL-F9DPF1X4-BK-100.jpg,,,,,,,,
RS-200,1,https://sigma.octopart.com/10280942/image/IET-RS-200.jpg,,,,,,,,
4710KL-05W-B50-E00,1,https://sigma.octopart.com/27236330/image/NMB-4710KL-05W-B50-E00.jpg,,,,,,,,
5915PC-23T-B30-A00,1,https://sigma.octopart.com/67293209/image/NMB-5915PC-23T-B30-A00.jpg,,,,,,,,
IUGN6-1-63F-20.0,1,https://sigma.octopart.com/126403182/image/Sensata---Airpax-IUGN6-1-63F-20.0.jpg,78.3,13,1,DigiKey 723-1481-ND,DigiKey,723-1481-ND,https://octopart.com/opatz8j6/a1?t=DzPGaODw18tHap12I8oqyCxaJKYmITaHf2uz7Vqjhcl6fLpR7TmjyISPdMk981A0m8uzWGwjCLgQmx542MFhdT1fjrMYQjOf2Uq3iaEo8zWfH0X61apV0FU4mZnoRxKtLyA1xS-MFFi65jrTjfhzu2FgHj21cpRhqrt6oHWe-1ZPuunpd0jjQBLLdePVM24uVrefunIsfYqnS90pM4vYoCS6jsMtanQnFHMnKaa6iHl3aPbF8ZOoZHa4G0LpbEwSOY2XIVpzXKsNqgGOYL3ND9JmKXE,78.3
CTL-5,1,https://sigma.octopart.com/21361034/image/Amphenol-CTL-5.jpg,179.78,3,1,DigiKey ARF1183-ND,DigiKey,ARF1183-ND,https://octopart.com/opatz8j6/a1?t=8aQExT1qFQZy6frXGomLi4gvt8tQrvcr07HaeceQSR5S_ApSw21iZ-U3ltYn1XhcLqNtX5c11ltY6m6FypZ8XPBGEkdSqwUayzNrWex3jEZzEJTOsU2Q8U_CEMFfv9fYLntGwa0tbN0_EDYIvPapAMAVKEOrFQxID_iA4E0n3HczSQsXnTECaHE3NAY1umlLqV1QoCB1d-wDn3_eK8OgLx-QJovgWr_n6JgaHb9KA3Rw_6yVLITEF4PiGcgWgw-yA4yuALTr_44jBxv_QU2eM1p02fY,179.78
06025SA-24Q-AA-D0,1,https://sigma.octopart.com/130145778/image/NMB-06025SA-24Q-AA-D0.jpg,9.03,681,1,DigiKey 12-06025SA-24Q-AA-D0-ND,DigiKey,12-06025SA-24Q-AA-D0-ND,https://octopart.com/opatz8j6/a1?t=99_v7vn3VycwHP8G2CBTerywLF9XkbJAH8l0b4U5yzKNJAA9HlvIoL7LVmvnNX-uMB-VyXY-rnWDzfewNXPhL-JVZq40kcajFSz4mrv_7tmtuTHdCwBxtm9LO54CIwrTuZVDtBZSzpZwCgLECr_5_rkLfMFjSfSxlKcSFnFsANaH0GTxGR8LlQA9vfpaR0l68BMzwWYPIMX7OjWRjANoHWSEsECqdkX5XkotnKREt94yjXJiUUMWio1fZVX1DvIclRu_Z7cmzaAn1lIqgmFnk6FR7WU,9.03
