Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
F28-1300,1,https://sigma.octopart.com/12648774/image/Triad-Magnetics-F28-1300.jpg,15.5,0,1,Mouser 553-F28-1300,Mouser,553-F28-1300,https://octopart.com/opatz8j6/a1?t=fdqaiyPnuPGYW4YkHsLCPH2y0uh6cahQ-tL2LoItwxBSLKoJ1a8XAZ3mbWAaRNUGoS27djkimZQgR2AtlAmlcFObB6YRqBiH57M5zKeYoak4mBIsEFp3NCBAG_ePXAeUkYyR0B73eZFEoKTq9B-ixCyA0xJf2hKG4Zd6mMzJa2QQ2AhgSfUD1FEvu52wecBd1TapdeHj1iryandbPjojokgE4SG52DXowNU_MGVyNjI6qjQUDkMJanCBL5vR-W60zTtOhBOBJP6U8F48kBYvwVh7kw,15.5
TLM4036DC-1000,1,https://sigma.octopart.com/8457431/image/Triad-Magnetics-TLM4036DC-1000.jpg,22.17,4,1,Mouser 553-TLM4036DC-1000,Mouser,553-TLM4036DC-1000,https://octopart.com/opatz8j6/a1?t=gRN7TzaQR32IKIqnyRSfWe3Xi6Nu2uZHblwUMWAw918dq_WiKpt7KWjbE09r7pNcvgOTynT-XEWeTwua_zKE1ob7IQ0l8O8w0w1RvtnHkdulK3IaAeZfY88xB9xEHOfqGjetpg2Oxky2ADvvIxAdqDeCBNLouTpgFPx38rzXEaReht4luOY18D-Qlg9wYLsie65uQbKw92_MO-TUDhMUlUTNtJX7-ycAo5lPQ8LI7pvuW49a35Q7iYuGy1Kx130l5a1570NUSYK_pbr6NeB_rmWfAg,22.17
WDU75-800,1,https://sigma.octopart.com/10063759/image/Triad-Magnetics-WDU75-800.jpg,19.69,3,1,Mouser 553-WDU75-800,Mouser,553-WDU75-800,https://octopart.com/opatz8j6/a1?t=3vjf21KMSe99AnkK3n1AA8K-4R_ZQk3MRBEQUyIrpLoXDMxzf624MLqlSO5kICpPZU67DuvXAV75Ju1tDhfB8qzwlfV4IPLpeLMZZI0Yna346NRgLQOOwNh7DcnYUoVKB00R4-gMh3XqtKHsCHicPMH2F7STDCpnuOoAzkJws2K2AAq8l6-LrDKaudqLx3c1Zn0XIrz62L4VMvJl7jeFoL4L4FQWU_gkjCpFGnisyfp_y1yNKUJjmiS3uHqnX8LqrTlzoaUtnxPgsG_eg-3W5sMilQ,19.69
VPP10-5600,1,https://sigma.octopart.com/38047752/image/Triad-Magnetics-VPP10-5600.jpg,21.57,0,1,Mouser 553-VPP10-5600,Mouser,553-VPP10-5600,https://octopart.com/opatz8j6/a1?t=z4LmOK0WhaM4_GscERMtv4jAWbGzQhs9vhOy00ZlcyQIajYy5GSojx6ktehMm5E-VJ9R7Jtw-zPZotPYLk4pM-MkpUZ093YtAXVmEYIadfR49ReOfaLylE1rXOoDjBAzrPSiKmOg7HcppfwelYw9kS4HEgDQBjSDIjmskB1oMyHaCE6DAqjsSD3_wDZLqCwnqy0S4d4u7KD4-G7nxQEZwHjM43UfIXi1BOhh5Jkws9tUNj6jXj7hGXCs6yPJuC4vCp8StPziFi77FZEFg6QWWS04,21.57
F12-500,1,https://sigma.octopart.com/12648774/image/Triad-Magnetics-F12-500.jpg,8.87,84,1,Mouser 553-F12-500,Mouser,553-F12-500,https://octopart.com/opatz8j6/a1?t=gDjDqTiq2QFr0RjcJzVMzjuUlTXgwbAumm69G3lqHWZde-5rtYJn7GFRerozHcPmJTYQXc3KwWvid5LzROMYtB3vJEUJo8VsfJEPFNDKMK0bU6-G2qB9ofqz5rNpD4m_ACYzhEcrIMb49eIPAkKC8mR5Z9pV5U83Ki2t6U8A75qY_4WfiesF8R6LXWsBsFdN2tM9eRLRPnLFcu7-FOSec2bzjJuahLFgnYa5qpPObD-WhH5kA1Djk2tHKdzaQT9J-PStJFgpEdLGgrVHhU--qmCf1g,8.87
F-43X,1,https://sigma.octopart.com/132728998/image/Triad-Magnetics-F-43X.jpg,14.51,0,1,Mouser 553-F43X,Mouser,553-F43X,https://octopart.com/opatz8j6/a1?t=AQZEs-izl2oL8G7XDztJSh6CizDej3yoGVIH2TcsgcAnrk1pU1i9G8EKyH7KuW8agKJVurCzNtBF9P4njk2hwPC3Hpcz97woyoXxLywdFLX90P48XMNVkeWtG8o1heo7OSaOBtANpkkNrEiIeW6JNq_JmX1Q44WpFz_iDPXzAU5GTZRrqTNt_G2SE1iAJRf75NjPekd0Y60EjF0wWoSoWF4IAhaiomjQvGmVFb-Hm-0PMADC7GzVhG3cVrKYZ7JQ1KyV5Xj8g9G88MLUULbIldPX_g,14.51
FD8-12,1,https://sigma.octopart.com/38047493/image/Triad-Magnetics-FD8-12.jpg,28.16,5,1,Mouser 553-FD8-12,Mouser,553-FD8-12,https://octopart.com/opatz8j6/a1?t=wIeto3_KfLVFOLP7V9oPKvmSIga5qE1aY3MVktL750beowBv42QaZw-tvsgGRfXYBgdMfBpP-XWZTThmPpHQUEJVbup2QUtAdaZ51EgIaFlw-RAcui4hzn1aiBdlUlQDRl8ZMk7bFaloLSyJrGXLVhNJsms61zTYGrIDrpm35lfdG9M9_gdnVk2dCja0_zwhnSBAuSuBu2EF94OWlR4OF6wGOJWQB5J7JrIrasmP8BEWQGSmFWvzEsnFMRQjM4kBRiCx80-DJy4CifPbvymTsHsY,28.16
F-362XP,1,https://sigma.octopart.com/21613524/image/Triad-Magnetics-F-362XP.jpg,11.51,18,1,Mouser 553-F362XP,Mouser,553-F362XP,https://octopart.com/opatz8j6/a1?t=qQH6AUs2IGlNNCwDkbmJ2-3hPNjQTM6qJy3IdCt5T-9FX_0g4xCGavAsVYyji1sCw5hEtLL4WGl8OXYGOR31upPSvWCAdM8zA_l4Biy3bSi_E_xMwsb17N-00sjH5digMAJ1fB1OLYsAQVUNnqwMr9dTjbnqqhhCTdTgpAiPCoz9hBv2Hnl2R3yoFrRHmoSpgVk0oZfE12ws30ujjfciB6uHyAoCWflw09z1Hi2CEKWOtHOWYEpms1o8Fz5ESbBigbHMQj08S8KJBSaFv2ATQSlILg,11.51
C-17X,1,https://sigma.octopart.com/38047279/image/Triad-Magnetics-C-17X.jpg,20.5,28,1,Mouser 553-C-17X,Mouser,553-C-17X,https://octopart.com/opatz8j6/a1?t=PLyFYCGSr49g6giJjltUpAOxjsYD-2tUMJ3wcZtXz4j76o7zeNiEnP5dJWOcTa73ls_EQwlBZiV7SPUeJzQxy-GB4Gi41WKMEKkywJV9ADhTekps-QV0p9IpsT2Zicj-sFKOxRb2Gjrq4hivzZLmWMcY6KdKc93jsRBpCDLSrK6W_X2dBu9s05vfEeWpPh2daYk9lRhZg6ASpBBFf6YNnf224xwi3FopjdzQKFnv79O_KLVMB4LABwf1c3Be9OTv5hJFKHTKartvBcwv8W9kbOZh,20.5
F-115X,1,https://sigma.octopart.com/21613477/image/Triad-Magnetics-F-115X.jpg,10.83,20,1,Mouser 553-F115X,Mouser,553-F115X,https://octopart.com/opatz8j6/a1?t=vAeE7XkGq1N_n_Ful_dhUrENfgn-W_frhVuOwlZHgoLFpNZ1ZbX3NDvM2NsyQV0_i-kyKXo6vhmiZDoOoF3CCAaaGzdlHCU5EF8A5ymqrKwKKvlnnvibEi9k5MC1fSy4ShMM3hXAhJ3ag3rQEE_FHcBUbzu9Y4ATbNli-7xW2-fKuJ8GurAlf6zRSH4m5I4AxfXG7fCOD1uxAdvps-Y2cUByC95a_djjtI-ZJN2KuujH03XAyHIyimBv_pgTSbo8D3pqxuuESiJdw4clv8paBGup8rA,10.83
