Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
PT06A-12-4S(SR),1,https://sigma.octopart.com/21357101/image/Amphenol-PT06A12-4S-SR.jpg,43.38,294,1,DigiKey PT06A-12-4S(SR)-ND,DigiKey,PT06A-12-4S(SR)-ND,https://octopart.com/opatz8j6/a1?t=d6qx5RnX0MIempnl_1s3gQYBb_187RAEflobof56RjZvTlY4P7k8LrJgfP7vpQ6SVlEqvv2DHHoWLQhanmHbJvg8PiaHUcS9MvbrwaRuVONbs7PDw-EFOCbDdq69ulMuVpJDT7C3qCdPf7Mv0QWdFTQdugQI6UL5mUIPV6NAwUBajRUAquZRzbcj7aqF3Ev5FNNHIYzv6vdM-_6JYtwaSeeYvvdlLHimZLMKj_ChKsXfI6ccmvJOs7UpdIilEvGhZzrKIK6XgR69-90q-dxA_MTyFw,43.38
97-22-10S,2,https://sigma.octopart.com/10060061/image/Amphenol-97-22-10S.jpg,48.8,64,2,DigiKey 339-97-22-10S-ND,DigiKey,339-97-22-10S-ND,https://octopart.com/opatz8j6/a1?t=9mpVhwKes8d0LOLK1MzTga6nokLRgy3ZBaVJQWhbpljZwsQaGbI5dp3jY4d3ycaqsDIhRBfG033qZJJ72FxGkikhYqfTOyehwIZTiTgeR9vc0m0FxWRbHrOiL12cdC7IuvE1SfqwWE5AZ3FA3zTWX1TEs4odErIlCoBptP_VKnUPJxcmjSK729v5iYqVeP13RHfwVG0FKVgF3uexU7sCjT89dPtORYTRKRIvQKjFbJbgZ3oYQtokjOisNm_lMNVJyLVAm3qqwD-y8LUNVnMRzOL6rA,24.4
PT06SE-14-5S(SR),1,https://sigma.octopart.com/21357621/image/Amphenol-PT06SE-14-5S-SR.jpg,99.58,28,1,DigiKey PT06SE-14-5S(SR)-ND,DigiKey,PT06SE-14-5S(SR)-ND,https://octopart.com/opatz8j6/a1?t=mx492bDPk6RJGtnMAnNQxW-cdp76ohhG8CXoeh7Hc55XrOMfOw7sQ9gbSnx47C0t-sDz3x7yfRlwsBlx807nzgBk4JlxlUjC0i7nupCIFQZDRUqH8CK3KM8n-p4qYJqUpS-IE-uExd99Cy5mQt_fjz0LveCA6thg_uY2ra2yUZpfE4GAvlHH_bf7xxVBU7Pfk4ENCdQoYcLIlCziJo1OnrPGyMKHLpYGDhxJxCojN95udVbExKksu1AiSpJ7pGk28-trgUHSxLfkNwDD3THaGcWSyEY,99.58
97-3101A28-21P,1,https://sigma.octopart.com/184121707/image/Amphenol-Industrial-97-3101A-28-21P.jpg,72.76,35,1,DigiKey 339-97-3101A28-21P-ND,DigiKey,339-97-3101A28-21P-ND,https://octopart.com/opatz8j6/a1?t=KCn-a4oPzV-SwM3nI5pD1mDjKjVD1WfZfOEqRPTcovfmlO27djktzc3CVeP-IZkzV9ydjInQDvmDcUfm9o1UI3eF_vL7Ewv2pJA5R49xgnUSKncQANNoSlS2ILr9-6rVVv9dGFoEtUcgdUKKvJ_UPt6YMfBftOcfySXsfoV86diJ2GwmI58ZG8BvGg7m6SYUqQhSv9IAy9fZauaMjF4W1nvnUxravaOMhA5TAPk5iFYmZ5KCRyE4W0hE5zTuA8kEE9vy0PyuvZzGsLd4X_sSoXE,72.76
MS27505E13F98P,1,https://sigma.octopart.com/10057652/image/Amphenol-Industrial-MS27505E13F98P.jpg,272.17,21,1,DigiKey 1178-MS27505E13F98P-ND,DigiKey,1178-MS27505E13F98P-ND,https://octopart.com/opatz8j6/a1?t=sw3WLacwri_ietuJAssCGHJwQMrlYcGACeR4VSVt38hWA57FK6jUZGyPZsVNfeVRS0qqDeL6wsqXFx06RiVcnxNBxMHcKQHFplTHPTfzrHSDYBvtT4v7P_d1dOyQ_YW-fPFV_ThtvhYvRzyxjfJlZtaxPnz96uDolS_Ps7hsgppd-6v2y8cfuHeJ1x2zewEi00bGuMKzak7azPZOAtOWbbVJRFWBU_XfQi8gh8FohT81YkuasxG9HztdIMZQ_TDDUFZaJoN7tpD4yiH9guDYx5MBB4U,272.17
97-3106A-24-2S,1,https://sigma.octopart.com/21355051/image/Amphenol-97-3106A24-2S.jpg,54.46,0,1,DigiKey 339-97-3106A-24-2S-ND,DigiKey,339-97-3106A-24-2S-ND,https://octopart.com/opatz8j6/a1?t=yp1KLb8hMsxbQpJwFYmqN6opbJb3h0H-8J28wunlIeXXgNAGNLrc_9WyHj0LUd9d5icl1L5I4-xZaqiXn5L-n2tp9HtCUuQcgz4O220REtkFQu4yhlmP7G1-Ti3TubCnMwBKNNl87XMStPuaDq4Vi87MqEDvsBfSgHz6Lk-KtORBSqrxzalaguv03KJi0GHuPLgsKOpc6yYceyTAjyX9bZkw59rpDEOYf024yjvGCSjxk8QIsj7AHPJsYejGMzUPyXZl3hOLm2ZHFHoH_oO5Xztcfw,54.46
PTB12-10PS,1,https://sigma.octopart.com/139866361/image/Amphenol-PTB12-10PS.jpg,,,,,,,,
MS3106A20-15S,1,https://sigma.octopart.com/21356582/image/Amphenol-MS3106A20-15S.jpg,76.68,19,1,DigiKey 339-MS3106A20-15S-ND,DigiKey,339-MS3106A20-15S-ND,https://octopart.com/opatz8j6/a1?t=vRRw7wY8o_QDmlAKnUFpi8za2dLGhzJh5qlGFu3Jls-cJW8b4TdmIJTBcZ6FF8Zl9HoqEwXh0DUx22gl-7-vuxOlxZ4f3Q4VaOfKg1m5msupiVGQsz0t0uE0hrz9SDQZqhkoHM5n-usF1HyuyvdbODHG09oSu3JeAYmPRMPcnbOaTapVpFLq6SXPwKHKwsPIcQ_Uy9w322QzHC6q6CtDpruzd_7EAzJX7bGItV94pMcsug2DR9E9BQePuVr_YfG8_56aWQtavccZRrDFq0cfZOg,76.68
97-3108A-22-22S,1,https://sigma.octopart.com/21355051/image/Amphenol-97-3108A22-22S.jpg,80.03,25,1,DigiKey 339-97-3108A-22-22S-ND,DigiKey,339-97-3108A-22-22S-ND,https://octopart.com/opatz8j6/a1?t=RgbjhrxX90n1IbTper-chhdcVA-LZNGkxDeQ6ZzxB42U5LACxujnTcKQ1L4mfqPUUsmQ1-rulAUgKXpuZwehSTTTxLZHvXJMczVbXUtlV4Sh3d5GlSwLRXDhD-BE3S3aazrt1z4TG9Z7_K0rq4shumNmRWHfufVWB22ZrxbzQNi5k9WyFC0q2N1rqxW4pOmuJ68CoxXBfPA3XecXTFCADWZCl7espFvx26wAcuCV73nDurwRCI1BWu4g1JQQHGDkr0k_ij7J6ZUvsoczQqrPXFgWqt0,80.03
BA3-X0-04-129-221-D,1,https://sigma.octopart.com/41186813/image/Carling-BA3-X0-04-129-221-D.jpg,,,,,,,,
