Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
DPC01DM48,1,https://sigma.octopart.com/37490333/image/Carlo-Gavazzi-DPC01DM48.jpg,200.82,2,1,Newark 16C3184,Newark,16C3184,https://octopart.com/opatz8j6/a1?t=AH7U-bHWn5_GeQ_EFVhMNty-v-9vyoI9BQpC5I_rQ1c3kf4PnxDHJSCepzdftLV9XKgVq_JR0NyELDTaLor7mFHQhK8SRlFmd9Dg757C5y_MfMoaeL8QL9SfBBdBP3Z07hIOgBd6MAeTi-nJJyhuNCTPUcRdxqNLvwxmU6gUTxBgvG9B-ASmEmhbFDQT6S7tYvq0qGXuKg1klsOttUygsHEpKzOwON9G--ayj2tVBeTeJjWEvPwA2VPAN0icbfYRzfjLJwpaDADWDuRTmvKQPMyN9A,200.82
IM1-22EX-R,1,https://sigma.octopart.com/147068221/image/TURCK-IM1-22EX-R.jpg,316.5,60,1,Newark 37R2183,Newark,37R2183,https://octopart.com/opatz8j6/a1?t=LEMM-8i1eSpnI42fHezQRFjyjCP_8SM74oxbea5kQa5fwFF8C4IWgreMR6rIzv4plyZRZTHUe2zGQ90It-bGw9CMc9paQ6CGUcIFFILg9-QHhcHe5yI_IjteUVQXRZ8m5m3TAzuM_jqaT7itTyxBT4YDM5qOJwPm-MhB347KCMFdxUv-JnE9AyCFtWYYIiGp_yLGaH1bopQu6RIxiYDvjAURk3jv4uRAanw1AXdo9U6Bt13SJtFcCU7k_yw0MWtPcRS1E6cX9v5jENqAAzm-Y_giL5c,316.5
2903149,1,https://sigma.octopart.com/178514978/image/Phoenix-Contact-2903149.jpg,291.12,11,1,Newark 89Y7502,Newark,89Y7502,https://octopart.com/opatz8j6/a1?t=t1o-T0rXWnbXLHsJ9aP2l1MD11HgWAvlMJKAgFnAPgYo8ryaUbTGWe_y_ziqBVv3ZlnQGpQ4QTyOEfLs7gs2GfT-wSBO6UN0nSeBswF9Et6q4wMP3cf_e8qn6l2QLpy0bjLJ1HedUQk4mkkynBmh2jLrl3ZVzJ8r62H5uhtBBc56KIS6wPZ66jECCzlaXbKV4jqFPFpGU-1-MWgO4PD93dpKdBJYC5oI_qUM7oeZJM1Udc07mXYjluTe114VZxYzMrkArkVyJMM2KkyKp-_DYp8IOmFJ,291.12
2903148,1,https://sigma.octopart.com/178484428/image/Phoenix-Contact-2903148.jpg,164.11,19,1,Newark 89Y7501,Newark,89Y7501,https://octopart.com/opatz8j6/a1?t=5HdRqwKqHe-_KpLPMaEhJ9D463NdFAcMrZpb5ahp9Z7c82foe1EJ12qrO2_TjpuNuplAvmojGzZH-XJGmYS9LmcsIjImTmePfjKZz6OLoFqs1re2X-ZF64_A8hNLU475yse9f9Apmk2ES0_ym2PfPX1RZZGDG4FtfbRQ9CflK3t9mvRKJQ5fw6q8BIqLYgWW-yfX377b1_p_LYGa6UNbAKkf0rFhRW9dyBx6UsJVp-KXdkq5GKo8s7Yl9gEsl5_mRKLX-DDTdVlE2ZvN72m3mwwFmmOP,164.11
11-03-0022,1,https://sigma.octopart.com/147876776/image/Molex-11030022.jpg,45.89,46,1,Newark 57H7480,Newark,57H7480,https://octopart.com/opatz8j6/a1?t=kUcD7HFTGnkD-DpzwTxprNT44gzNwuvIlHtzaDgO8oZfWlfR8PoJm4JRcwOvjjuujWTQXFUi-T_-6cEqC2vY_JyO-Eid0N6Ttvw423NVN9Yx9NWXPTWtKMfoR5VcBWVXsf7ApJbiYdXAK45OJoCYy9BygFp21Og4GcZn3LY39o1bzKHNrBWDoM7Qvm0khL6hbuPSKohZrztUO0IOxlzGDd-swJTuNg01PJA6PU5g9CDvfg6D2Upl8z7-iiETZsgUlDwV44xhIUjhuTzoQUULO2dTFw,45.89
1323580,1,https://sigma.octopart.com/37150216/image/Kulka-1323580.jpg,116.28,126,1,Newark 35H5308,Newark,35H5308,https://octopart.com/opatz8j6/a1?t=JmcWYqZriDHxGtVPgYDKNQ47fI8K9HzdbGplsP35Od1TXrAZZTuQLjwGG3EhpV5jaA5NltanxrfMIdCCVM1uPtU1pn86uWjAf3XNr9ipVGuC-e6dAQmU7rbEgGZx_wVBPLsg1TEvrpbkahqYzumZ4npLpyuphX1hhLg6ZCZxIamyTQfsgA3TM3ElwcsHyOSJatoKQy3zKjQoTe4PgEe4e3ZyxhRjeJpZZkLd8OwuvvMnhPDh1wQjiAQ5hlZVIWtF8f_DTJZLaGXy69UjnrsY0x3HxVIe,116.28
RH2B-ULDC24V,10,https://sigma.octopart.com/97456702/image/Idec-RH2B-ULDC24V...jpg,153.20,593,10,Newark 19P2785,Newark,19P2785,https://octopart.com/opatz8j6/a1?t=ZH-jecyJJ1GlfKL7YiYKK708rD7O-3ZOdQ52LewPLelnLwWPn6iWFjIC_qqc_VrAsVO_PTAfbLX92eqWGOtdwktwY9eA-5a2dIoB1SzzvAuhZHK7IvJK76debrzYjcJexIs5XGaGeHfMPZVtOYS4y_rcFBg-zaNrBtTxCRGhCu1BVAn84RUZ50DyjCzRJK0z9O_AKEAQ_taqIqSyguyLYgrUx1VKZ-5_AzzgX45Gwz-s34FgmPkX356CZXKfC5BlP8R-VLbZQL1rDQq3o8kY2Q,15.32
30TDVST2,1,,,,,,,,,
PSB30W-0700-42,1,https://sigma.octopart.com/148091577/image/ERP-Power-PSB30W-0700-42.jpg,,,,,,,,
ESP040W-0700-56,1,https://sigma.octopart.com/150595323/image/ERP-Power-ESP040W-0700-56.jpg,,,,,,,,
