Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
2961312,1,https://sigma.octopart.com/146508257/image/Phoenix-Contact-2961312.jpg,4.06,53,1,TME REL-MR-24DC/21HC,TME,REL-MR-24DC/21HC,https://octopart.com/opatz8j6/a1?t=pHdpeuPYwh1m4wD-S0yc8-R2LmHuxZmmG6jTXZWNDa2kkMLopM7FYlOsi5M1e8e_4IQp2iX6CynTo2jBnw77U9zyDVXKK9uEicr6IspMWrSBukDFHPeXqrkqoa084tOM-_p_h0UYAL4W1CD_B-yBZINWrbFhlEWlhTpZ5EYmdhxwqCv6F3PUQ8FHjvU63tXzNgxUIf0ga6dR4-mjYF_ZpWWTRuyoGoyD83Gt9ZrlpT-J_uMOsbDaq3E8OeTbr3M4HNAN5zqZlMFw5kTuNLsXmYoTNw,4.06
V23132A2001B200,1,https://sigma.octopart.com/184328848/image/TE-Connectivity-V23132A2001B200.png,,,,,,,,
3115PS-12T-B20-A00,1,https://sigma.octopart.com/149708473/image/NMB-3115PS-12T-B20-A00.jpg,,,,,,,,
CBL-F9DPF1X4-BK-100,1,https://sigma.octopart.com/152736998/image/Moxa-CBL-F9DPF1X4-BK-100.jpg,,,,,,,,
RS-200,1,https://sigma.octopart.com/10280942/image/IET-RS-200.jpg,,,,,,,,
4710KL-05W-B50-E00,1,https://sigma.octopart.com/27236330/image/NMB-4710KL-05W-B50-E00.jpg,,,,,,,,
5915PC-23T-B30-A00,1,https://sigma.octopart.com/67293209/image/NMB-5915PC-23T-B30-A00.jpg,,,,,,,,
IUGN6-1-63F-20.0,1,https://sigma.octopart.com/126403182/image/Sensata---Airpax-IUGN6-1-63F-20.0.jpg,,,,,,,,
CTL-5,1,https://sigma.octopart.com/21361034/image/Amphenol-CTL-5.jpg,,,,,,,,
06025SA-24Q-AA-D0,1,https://sigma.octopart.com/130145778/image/NMB-06025SA-24Q-AA-D0.jpg,,,,,,,,
